species1,species2,position,kl_value
athaliana,athaliana,-136,0.0
athaliana,athaliana,-135,0.0
athaliana,athaliana,-134,0.0
athaliana,athaliana,-133,0.0
athaliana,athaliana,-132,0.0
athaliana,athaliana,-131,0.0
athaliana,athaliana,-130,0.0
athaliana,athaliana,-129,0.0
athaliana,athaliana,-128,0.0
athaliana,athaliana,-127,0.0
athaliana,athaliana,-126,0.0
athaliana,athaliana,-125,0.0
athaliana,athaliana,-124,0.0
athaliana,athaliana,-123,0.0
athaliana,athaliana,-122,0.0
athaliana,athaliana,-121,0.0
athaliana,athaliana,-120,0.0
athaliana,athaliana,-119,0.0
athaliana,athaliana,-118,0.0
athaliana,athaliana,-117,0.0
athaliana,athaliana,-116,0.0
athaliana,athaliana,-115,0.0
athaliana,athaliana,-114,0.0
athaliana,athaliana,-113,0.0
athaliana,athaliana,-112,0.0
athaliana,athaliana,-111,0.0
athaliana,athaliana,-110,0.0
athaliana,athaliana,-109,0.0
athaliana,athaliana,-108,0.0
athaliana,athaliana,-107,0.0
athaliana,athaliana,-106,0.0
athaliana,athaliana,-105,0.0
athaliana,athaliana,-104,0.0
athaliana,athaliana,-103,0.0
athaliana,athaliana,-102,0.0
athaliana,athaliana,-101,0.0
athaliana,athaliana,-100,0.0
athaliana,athaliana,-99,0.0
athaliana,athaliana,-98,0.0
athaliana,athaliana,-97,0.0
athaliana,athaliana,-96,0.0
athaliana,athaliana,-95,0.0
athaliana,athaliana,-94,0.0
athaliana,athaliana,-93,0.0
athaliana,athaliana,-92,0.0
athaliana,athaliana,-91,0.0
athaliana,athaliana,-90,0.0
athaliana,athaliana,-89,0.0
athaliana,athaliana,-88,0.0
athaliana,athaliana,-87,0.0
athaliana,athaliana,-86,0.0
athaliana,athaliana,-85,0.0
athaliana,athaliana,-84,0.0
athaliana,athaliana,-83,0.0
athaliana,athaliana,-82,0.0
athaliana,athaliana,-81,0.0
athaliana,athaliana,-80,0.0
athaliana,athaliana,-79,0.0
athaliana,athaliana,-78,0.0
athaliana,athaliana,-77,0.0
athaliana,athaliana,-76,0.0
athaliana,athaliana,-75,0.0
athaliana,athaliana,-74,0.0
athaliana,athaliana,-73,0.0
athaliana,athaliana,-72,0.0
athaliana,athaliana,-71,0.0
athaliana,athaliana,-70,0.0
athaliana,athaliana,-69,0.0
athaliana,athaliana,-68,0.0
athaliana,athaliana,-67,0.0
athaliana,athaliana,-66,0.0
athaliana,athaliana,-65,0.0
athaliana,athaliana,-64,0.0
athaliana,athaliana,-63,0.0
athaliana,athaliana,-62,0.0
athaliana,athaliana,-61,0.0
athaliana,athaliana,-60,0.0
athaliana,athaliana,-59,0.0
athaliana,athaliana,-58,0.0
athaliana,athaliana,-57,0.0
athaliana,athaliana,-56,0.0
athaliana,athaliana,-55,0.0
athaliana,athaliana,-54,0.0
athaliana,athaliana,-53,0.0
athaliana,athaliana,-52,0.0
athaliana,athaliana,-51,0.0
athaliana,athaliana,-50,0.0
athaliana,athaliana,-49,0.0
athaliana,athaliana,-48,0.0
athaliana,athaliana,-47,0.0
athaliana,athaliana,-46,0.0
athaliana,athaliana,-45,0.0
athaliana,athaliana,-44,0.0
athaliana,athaliana,-43,0.0
athaliana,athaliana,-42,0.0
athaliana,athaliana,-41,0.0
athaliana,athaliana,-40,0.0
athaliana,athaliana,-39,0.0
athaliana,athaliana,-38,0.0
athaliana,athaliana,-37,0.0
athaliana,athaliana,-36,0.0
athaliana,athaliana,-35,0.0
athaliana,athaliana,-34,0.0
athaliana,athaliana,-33,0.0
athaliana,athaliana,-32,0.0
athaliana,athaliana,-31,0.0
athaliana,athaliana,-30,0.0
athaliana,athaliana,-29,0.0
athaliana,athaliana,-28,0.0
athaliana,athaliana,-27,0.0
athaliana,athaliana,-26,0.0
athaliana,athaliana,-25,0.0
athaliana,athaliana,-24,0.0
athaliana,athaliana,-23,0.0
athaliana,athaliana,-22,0.0
athaliana,athaliana,-21,0.0
athaliana,athaliana,-20,0.0
athaliana,athaliana,-19,0.0
athaliana,athaliana,-18,0.0
athaliana,athaliana,-17,0.0
athaliana,athaliana,-16,0.0
athaliana,athaliana,-15,0.0
athaliana,athaliana,-14,0.0
athaliana,athaliana,-13,0.0
athaliana,athaliana,-12,0.0
athaliana,athaliana,-11,0.0
athaliana,athaliana,-10,0.0
athaliana,athaliana,-9,0.0
athaliana,athaliana,-8,0.0
athaliana,athaliana,-7,0.0
athaliana,athaliana,-6,0.0
athaliana,athaliana,-5,0.0
athaliana,athaliana,-4,0.0
athaliana,athaliana,-3,0.0
athaliana,athaliana,-2,0.0
athaliana,athaliana,-1,0.0
athaliana,athaliana,0,0.0
athaliana,athaliana,1,0.0
athaliana,athaliana,2,0.0
athaliana,athaliana,3,0.0
athaliana,athaliana,4,0.0
athaliana,athaliana,5,0.0
athaliana,athaliana,6,0.0
athaliana,athaliana,7,0.0
athaliana,athaliana,8,0.0
athaliana,athaliana,9,0.0
athaliana,athaliana,10,0.0
athaliana,athaliana,11,0.0
athaliana,athaliana,12,0.0
athaliana,athaliana,13,0.0
athaliana,athaliana,14,0.0
athaliana,athaliana,15,0.0
athaliana,athaliana,16,0.0
athaliana,athaliana,17,0.0
athaliana,athaliana,18,0.0
athaliana,athaliana,19,0.0
athaliana,athaliana,20,0.0
athaliana,athaliana,21,0.0
athaliana,athaliana,22,0.0
athaliana,athaliana,23,0.0
athaliana,athaliana,24,0.0
athaliana,athaliana,25,0.0
athaliana,athaliana,26,0.0
athaliana,athaliana,27,0.0
athaliana,athaliana,28,0.0
athaliana,athaliana,29,0.0
athaliana,athaliana,30,0.0
athaliana,athaliana,31,0.0
athaliana,athaliana,32,0.0
athaliana,athaliana,33,0.0
athaliana,athaliana,34,0.0
athaliana,athaliana,35,0.0
athaliana,athaliana,36,0.0
athaliana,athaliana,37,0.0
athaliana,athaliana,38,0.0
athaliana,athaliana,39,0.0
athaliana,athaliana,40,0.0
athaliana,athaliana,41,0.0
athaliana,athaliana,42,0.0
athaliana,athaliana,43,0.0
athaliana,athaliana,44,0.0
athaliana,athaliana,45,0.0
athaliana,athaliana,46,0.0
athaliana,athaliana,47,0.0
athaliana,athaliana,48,0.0
athaliana,athaliana,49,0.0
athaliana,athaliana,50,0.0
athaliana,athaliana,51,0.0
athaliana,athaliana,52,0.0
athaliana,athaliana,53,0.0
athaliana,athaliana,54,0.0
athaliana,athaliana,55,0.0
athaliana,athaliana,56,0.0
athaliana,athaliana,57,0.0
athaliana,athaliana,58,0.0
athaliana,athaliana,59,0.0
athaliana,athaliana,60,0.0
athaliana,athaliana,61,0.0
athaliana,athaliana,62,0.0
athaliana,athaliana,63,0.0
athaliana,athaliana,64,0.0
athaliana,athaliana,65,0.0
athaliana,athaliana,66,0.0
athaliana,athaliana,67,0.0
athaliana,athaliana,68,0.0
athaliana,athaliana,69,0.0
athaliana,athaliana,70,0.0
athaliana,athaliana,71,0.0
athaliana,athaliana,72,0.0
athaliana,athaliana,73,0.0
athaliana,athaliana,74,0.0
athaliana,athaliana,75,0.0
athaliana,athaliana,76,0.0
athaliana,athaliana,77,0.0
athaliana,athaliana,78,0.0
athaliana,athaliana,79,0.0
athaliana,athaliana,80,0.0
athaliana,athaliana,81,0.0
athaliana,athaliana,82,0.0
athaliana,athaliana,83,0.0
athaliana,athaliana,84,0.0
athaliana,athaliana,85,0.0
athaliana,athaliana,86,0.0
athaliana,athaliana,87,0.0
athaliana,athaliana,88,0.0
athaliana,athaliana,89,0.0
athaliana,athaliana,90,0.0
athaliana,athaliana,91,0.0
athaliana,athaliana,92,0.0
athaliana,athaliana,93,0.0
athaliana,athaliana,94,0.0
athaliana,athaliana,95,0.0
athaliana,athaliana,96,0.0
athaliana,athaliana,97,0.0
athaliana,athaliana,98,0.0
athaliana,athaliana,99,0.0
athaliana,athaliana,100,0.0
athaliana,athaliana,101,0.0
athaliana,athaliana,102,0.0
athaliana,athaliana,103,0.0
athaliana,athaliana,104,0.0
athaliana,athaliana,105,0.0
athaliana,athaliana,106,0.0
athaliana,athaliana,107,0.0
athaliana,athaliana,108,0.0
athaliana,athaliana,109,0.0
athaliana,athaliana,110,0.0
athaliana,athaliana,111,0.0
athaliana,athaliana,112,0.0
athaliana,athaliana,113,0.0
athaliana,athaliana,114,0.0
athaliana,athaliana,115,0.0
athaliana,athaliana,116,0.0
athaliana,athaliana,117,0.0
athaliana,athaliana,118,0.0
athaliana,athaliana,119,0.0
athaliana,athaliana,120,0.0
athaliana,athaliana,121,0.0
athaliana,athaliana,122,0.0
athaliana,athaliana,123,0.0
athaliana,athaliana,124,0.0
athaliana,athaliana,125,0.0
athaliana,athaliana,126,0.0
athaliana,athaliana,127,0.0
athaliana,athaliana,128,0.0
athaliana,athaliana,129,0.0
athaliana,athaliana,130,0.0
athaliana,athaliana,131,0.0
athaliana,athaliana,132,0.0
athaliana,athaliana,133,0.0
athaliana,athaliana,134,0.0
athaliana,athaliana,135,0.0
athaliana,athaliana,136,0.0
athaliana,athaliana,137,0.0
athaliana,athaliana,138,0.0
athaliana,athaliana,139,0.0
athaliana,athaliana,140,0.0
athaliana,athaliana,141,0.0
athaliana,athaliana,142,0.0
athaliana,athaliana,143,0.0
athaliana,athaliana,144,0.0
athaliana,athaliana,145,0.0
athaliana,athaliana,146,0.0
athaliana,athaliana,147,0.0
athaliana,athaliana,148,0.0
athaliana,athaliana,149,0.0
athaliana,athaliana,150,0.0
athaliana,athaliana,151,0.0
athaliana,athaliana,152,0.0
athaliana,athaliana,153,0.0
athaliana,athaliana,154,0.0
athaliana,athaliana,155,0.0
athaliana,athaliana,156,0.0
athaliana,athaliana,157,0.0
athaliana,athaliana,158,0.0
athaliana,athaliana,159,0.0
athaliana,athaliana,160,0.0
athaliana,athaliana,161,0.0
athaliana,athaliana,162,0.0
athaliana,athaliana,163,0.0
athaliana,athaliana,164,0.0
athaliana,athaliana,165,0.0
athaliana,athaliana,166,0.0
athaliana,athaliana,167,0.0
athaliana,athaliana,168,0.0
athaliana,athaliana,169,0.0
athaliana,athaliana,170,0.0
athaliana,athaliana,171,0.0
athaliana,athaliana,172,0.0
athaliana,athaliana,173,0.0
athaliana,athaliana,174,0.0
athaliana,athaliana,175,0.0
athaliana,athaliana,176,0.0
athaliana,athaliana,177,0.0
athaliana,athaliana,178,0.0
athaliana,athaliana,179,0.0
athaliana,athaliana,180,0.0
athaliana,athaliana,181,0.0
athaliana,athaliana,182,0.0
athaliana,athaliana,183,0.0
athaliana,athaliana,184,0.0
athaliana,athaliana,185,0.0
athaliana,athaliana,186,0.0
athaliana,athaliana,187,0.0
athaliana,athaliana,188,0.0
athaliana,athaliana,189,0.0
athaliana,athaliana,190,0.0
athaliana,athaliana,191,0.0
athaliana,athaliana,192,0.0
athaliana,athaliana,193,0.0
athaliana,athaliana,194,0.0
athaliana,athaliana,195,0.0
athaliana,athaliana,196,0.0
athaliana,athaliana,197,0.0
athaliana,athaliana,198,0.0
athaliana,athaliana,199,0.0
athaliana,athaliana,200,0.0
athaliana,celegans,-200,0.005982299977060561
athaliana,celegans,-199,0.0066395168357650395
athaliana,celegans,-198,0.008270713666683001
athaliana,celegans,-197,0.007460404543226299
athaliana,celegans,-196,0.007875109612854722
athaliana,celegans,-195,0.003854852259194327
athaliana,celegans,-194,0.0049584911688980975
athaliana,celegans,-193,0.008884643481502051
athaliana,celegans,-192,0.006764382911319047
athaliana,celegans,-191,0.009402037451817332
athaliana,celegans,-190,0.0069911038835696465
athaliana,celegans,-189,0.006126783128041828
athaliana,celegans,-188,0.008370061502997326
athaliana,celegans,-187,0.008612955872517581
athaliana,celegans,-186,0.008305100483533261
athaliana,celegans,-185,0.004743420533023888
athaliana,celegans,-184,0.008827454356951883
athaliana,celegans,-183,0.010889114747400992
athaliana,celegans,-182,0.011788917914699243
athaliana,celegans,-181,0.010395168659826495
athaliana,celegans,-180,0.010642837756048545
athaliana,celegans,-179,0.006046232313485913
athaliana,celegans,-178,0.008963984056834018
athaliana,celegans,-177,0.009519674527149233
athaliana,celegans,-176,0.008296432091296525
athaliana,celegans,-175,0.008528655271729283
athaliana,celegans,-174,0.009105390648602461
athaliana,celegans,-173,0.006701639399064604
athaliana,celegans,-172,0.008647107252725508
athaliana,celegans,-171,0.006312063895083731
athaliana,celegans,-170,0.00820336255482938
athaliana,celegans,-169,0.008453583063440507
athaliana,celegans,-168,0.006760402904804275
athaliana,celegans,-167,0.00833035521915311
athaliana,celegans,-166,0.008510259027991603
athaliana,celegans,-165,0.008516069499364268
athaliana,celegans,-164,0.010056932593545388
athaliana,celegans,-163,0.007120549849608205
athaliana,celegans,-162,0.006929587393866968
athaliana,celegans,-161,0.007908034761115807
athaliana,celegans,-160,0.005880102000093318
athaliana,celegans,-159,0.005499073163566709
athaliana,celegans,-158,0.007098650143585324
athaliana,celegans,-157,0.007972501568253444
athaliana,celegans,-156,0.010982965298321911
athaliana,celegans,-155,0.007871602849992646
athaliana,celegans,-154,0.007790176803609022
athaliana,celegans,-153,0.008512473764076644
athaliana,celegans,-152,0.011783443653313465
athaliana,celegans,-151,0.008366897755969934
athaliana,celegans,-150,0.007419110802031082
athaliana,celegans,-149,0.012333432139059235
athaliana,celegans,-148,0.009080700571540598
athaliana,celegans,-147,0.008836171733707935
athaliana,celegans,-146,0.007418345973907531
athaliana,celegans,-145,0.007687638224916176
athaliana,celegans,-144,0.0057101190972896135
athaliana,celegans,-143,0.008955592403941212
athaliana,celegans,-142,0.0071731158476107375
athaliana,celegans,-141,0.009733275474794127
athaliana,celegans,-140,0.011358060137228967
athaliana,celegans,-139,0.013660792470758958
athaliana,celegans,-138,0.011070622614158926
athaliana,celegans,-137,0.007754697313661189
athaliana,celegans,-136,0.010599703392751547
athaliana,celegans,-135,0.010345964446875418
athaliana,celegans,-134,0.007503946817706319
athaliana,celegans,-133,0.013803911014599015
athaliana,celegans,-132,0.012402009106472874
athaliana,celegans,-131,0.0090624343810724
athaliana,celegans,-130,0.012355014483320423
athaliana,celegans,-129,0.011636615356045899
athaliana,celegans,-128,0.010437733114699263
athaliana,celegans,-127,0.014085163901439806
athaliana,celegans,-126,0.010450750029072425
athaliana,celegans,-125,0.015528482885611875
athaliana,celegans,-124,0.009580903538124148
athaliana,celegans,-123,0.011665470679036272
athaliana,celegans,-122,0.01122581917917231
athaliana,celegans,-121,0.01558358441376605
athaliana,celegans,-120,0.016311386868485763
athaliana,celegans,-119,0.010891438151123083
athaliana,celegans,-118,0.012966064485111822
athaliana,celegans,-117,0.009044633523632533
athaliana,celegans,-116,0.00978059565853712
athaliana,celegans,-115,0.013203563749152061
athaliana,celegans,-114,0.011861987508698529
athaliana,celegans,-113,0.016326651010655974
athaliana,celegans,-112,0.013972848992298406
athaliana,celegans,-111,0.011796035782582308
athaliana,celegans,-110,0.012480042379446488
athaliana,celegans,-109,0.01473716627690247
athaliana,celegans,-108,0.011104044596388123
athaliana,celegans,-107,0.014834191713977558
athaliana,celegans,-106,0.010415539422390895
athaliana,celegans,-105,0.011162205818756703
athaliana,celegans,-104,0.01378370426635447
athaliana,celegans,-103,0.017774008102394576
athaliana,celegans,-102,0.015668384417485907
athaliana,celegans,-101,0.014373275996576135
athaliana,celegans,-100,0.015661282677544467
athaliana,celegans,-99,0.019035867166494122
athaliana,celegans,-98,0.013283445722066217
athaliana,celegans,-97,0.020155085595457388
athaliana,celegans,-96,0.021918575676398495
athaliana,celegans,-95,0.0169095282375403
athaliana,celegans,-94,0.020820794372892783
athaliana,celegans,-93,0.02080117927154845
athaliana,celegans,-92,0.019725941159143077
athaliana,celegans,-91,0.02590481444027677
athaliana,celegans,-90,0.021798087626902107
athaliana,celegans,-89,0.02182884695712005
athaliana,celegans,-88,0.026443790018738658
athaliana,celegans,-87,0.02193099388419153
athaliana,celegans,-86,0.0253468611557996
athaliana,celegans,-85,0.018910567848448766
athaliana,celegans,-84,0.02546672267000199
athaliana,celegans,-83,0.02324774471093506
athaliana,celegans,-82,0.027935866564994943
athaliana,celegans,-81,0.02143153810211728
athaliana,celegans,-80,0.028390133138282536
athaliana,celegans,-79,0.024630457592871337
athaliana,celegans,-78,0.027854067799402936
athaliana,celegans,-77,0.028062019524266152
athaliana,celegans,-76,0.026213768974499705
athaliana,celegans,-75,0.02394115823571597
athaliana,celegans,-74,0.03197999179079531
athaliana,celegans,-73,0.03233651281322339
athaliana,celegans,-72,0.03432462876808977
athaliana,celegans,-71,0.033207570434449885
athaliana,celegans,-70,0.029869574762768553
athaliana,celegans,-69,0.02793922966262513
athaliana,celegans,-68,0.028743307865185905
athaliana,celegans,-67,0.03155365534308379
athaliana,celegans,-66,0.029802380520840506
athaliana,celegans,-65,0.03266525314959377
athaliana,celegans,-64,0.0345240016980552
athaliana,celegans,-63,0.029548169029104773
athaliana,celegans,-62,0.031113526609777536
athaliana,celegans,-61,0.03114758487880636
athaliana,celegans,-60,0.030099125413026062
athaliana,celegans,-59,0.032660120975664814
athaliana,celegans,-58,0.027842801744796183
athaliana,celegans,-57,0.03379854919267895
athaliana,celegans,-56,0.03233957877775065
athaliana,celegans,-55,0.03561350830631907
athaliana,celegans,-54,0.0381585981674297
athaliana,celegans,-53,0.04798566772490982
athaliana,celegans,-52,0.04854828505823163
athaliana,celegans,-51,0.040142512931440624
athaliana,celegans,-50,0.04153086158905052
athaliana,celegans,-49,0.033323250991345324
athaliana,celegans,-48,0.03623527063076468
athaliana,celegans,-47,0.034516380477990764
athaliana,celegans,-46,0.029961801915191065
athaliana,celegans,-45,0.03431348233480376
athaliana,celegans,-44,0.04215628438875002
athaliana,celegans,-43,0.04692605379886202
athaliana,celegans,-42,0.04406209917061855
athaliana,celegans,-41,0.037752411583773904
athaliana,celegans,-40,0.03440807480202939
athaliana,celegans,-39,0.024823642241458534
athaliana,celegans,-38,0.02649209190077345
athaliana,celegans,-37,0.02050074899450903
athaliana,celegans,-36,0.02708071909199495
athaliana,celegans,-35,0.041736545509173245
athaliana,celegans,-34,0.055371787899762166
athaliana,celegans,-33,0.10770011700837116
athaliana,celegans,-32,0.1689231947894835
athaliana,celegans,-31,0.20187116851471137
athaliana,celegans,-30,0.17576379538627607
athaliana,celegans,-29,0.14364055352220012
athaliana,celegans,-28,0.0883437693055765
athaliana,celegans,-27,0.04117131514795584
athaliana,celegans,-26,0.024345179656997906
athaliana,celegans,-25,0.010124515705448174
athaliana,celegans,-24,0.012185752615876354
athaliana,celegans,-23,0.014990954435823605
athaliana,celegans,-22,0.018712815768989546
athaliana,celegans,-21,0.017705016169156398
athaliana,celegans,-20,0.012595823710028702
athaliana,celegans,-19,0.01745395134953654
athaliana,celegans,-18,0.019671597814289715
athaliana,celegans,-17,0.008720212292817473
athaliana,celegans,-16,0.004511654337910507
athaliana,celegans,-15,0.009262056753610184
athaliana,celegans,-14,0.01427751134139328
athaliana,celegans,-13,0.02197075728432462
athaliana,celegans,-12,0.03726822006023348
athaliana,celegans,-11,0.03206894195188027
athaliana,celegans,-10,0.012871601233117643
athaliana,celegans,-9,0.007722952370542091
athaliana,celegans,-8,0.0077258534254295115
athaliana,celegans,-7,0.004983066482789324
athaliana,celegans,-6,0.004747768782284214
athaliana,celegans,-5,0.010997277350205881
athaliana,celegans,-4,0.010986539827062741
athaliana,celegans,-3,0.016258638442384905
athaliana,celegans,-2,0.007289985265545487
athaliana,celegans,-1,0.03338920240220263
athaliana,celegans,0,0.008031231063382164
athaliana,celegans,1,0.04295029352106194
athaliana,celegans,2,0.18584970005918358
athaliana,celegans,3,0.07713872411924408
athaliana,celegans,4,0.0641198932461422
athaliana,celegans,5,0.05055589164322307
athaliana,celegans,6,0.04889354230343873
athaliana,celegans,7,0.038956460247429325
athaliana,celegans,8,0.03457782850300835
athaliana,celegans,9,0.051883901113391195
athaliana,celegans,10,0.041334801634146164
athaliana,celegans,11,0.03394274304097289
athaliana,celegans,12,0.030595059509806156
athaliana,celegans,13,0.034390313030880595
athaliana,celegans,14,0.026657906883633398
athaliana,celegans,15,0.034056854785891426
athaliana,celegans,16,0.04495069910219322
athaliana,celegans,17,0.04402762956755809
athaliana,celegans,18,0.035793956903796956
athaliana,celegans,19,0.026180912167178785
athaliana,celegans,20,0.026228072130796705
athaliana,celegans,21,0.016149181307190372
athaliana,celegans,22,0.016625642745243342
athaliana,celegans,23,0.013312104194802457
athaliana,celegans,24,0.018014637199926003
athaliana,celegans,25,0.014191611832524056
athaliana,celegans,26,0.014323252699423484
athaliana,celegans,27,0.0201154832855399
athaliana,celegans,28,0.022484383019602545
athaliana,celegans,29,0.026473282337717726
athaliana,celegans,30,0.022463500474460007
athaliana,celegans,31,0.021934768486157587
athaliana,celegans,32,0.020346178204374406
athaliana,celegans,33,0.01580087908329706
athaliana,celegans,34,0.019365797872033498
athaliana,celegans,35,0.019584780127935728
athaliana,celegans,36,0.020052553982699665
athaliana,celegans,37,0.022972334787568854
athaliana,celegans,38,0.01942152248150203
athaliana,celegans,39,0.022622665203044373
athaliana,celegans,40,0.018006926252677538
athaliana,celegans,41,0.01925183505416657
athaliana,celegans,42,0.018693115475514763
athaliana,celegans,43,0.01882011308497189
athaliana,celegans,44,0.01890211973328819
athaliana,celegans,45,0.016847007124004595
athaliana,celegans,46,0.014754285439001522
athaliana,celegans,47,0.015322613709401176
athaliana,celegans,48,0.016846116412445614
athaliana,celegans,49,0.010870514348931222
athaliana,celegans,50,0.015252029115391579
athaliana,celegans,51,0.015295595640768385
athaliana,celegans,52,0.014350020014341255
athaliana,celegans,53,0.016814583478756882
athaliana,celegans,54,0.014388757000133374
athaliana,celegans,55,0.016896203309703692
athaliana,celegans,56,0.016337307883344608
athaliana,celegans,57,0.012159954630885414
athaliana,celegans,58,0.016264582459632894
athaliana,celegans,59,0.015069038081545125
athaliana,celegans,60,0.01652105119642802
athaliana,celegans,61,0.013560217235577758
athaliana,celegans,62,0.01915592314285397
athaliana,celegans,63,0.013844006055379554
athaliana,celegans,64,0.01834307005811671
athaliana,celegans,65,0.016128411663532044
athaliana,celegans,66,0.014770399797480793
athaliana,celegans,67,0.01527841414250835
athaliana,celegans,68,0.01161254534547599
athaliana,celegans,69,0.010644704849461999
athaliana,celegans,70,0.011575936600377458
athaliana,celegans,71,0.0139362753354434
athaliana,celegans,72,0.019522513585535736
athaliana,celegans,73,0.016331749681180133
athaliana,celegans,74,0.01754863982704418
athaliana,celegans,75,0.016707431523061055
athaliana,celegans,76,0.014303832063508243
athaliana,celegans,77,0.012803085056841773
athaliana,celegans,78,0.009282712008194978
athaliana,celegans,79,0.009888636440403359
athaliana,celegans,80,0.012397589302682394
athaliana,celegans,81,0.017349196324889765
athaliana,celegans,82,0.017909678717719438
athaliana,celegans,83,0.01800765532325989
athaliana,celegans,84,0.014584419886596887
athaliana,celegans,85,0.014848640220168297
athaliana,celegans,86,0.01311356296910627
athaliana,celegans,87,0.012197338848277423
athaliana,celegans,88,0.009245367002093732
athaliana,celegans,89,0.012345070711819048
athaliana,celegans,90,0.018988903573134076
athaliana,celegans,91,0.016039074997649373
athaliana,celegans,92,0.02125547952770282
athaliana,celegans,93,0.01712332524822694
athaliana,celegans,94,0.018401045861097122
athaliana,celegans,95,0.01707409550623469
athaliana,celegans,96,0.012480992587680442
athaliana,celegans,97,0.010192831643566231
athaliana,celegans,98,0.008591907536644714
athaliana,celegans,99,0.012830316978898894
athaliana,celegans,100,0.011154785052666136
athaliana,celegans,101,0.016182737867424597
athaliana,celegans,102,0.009008074683820678
athaliana,celegans,103,0.014041663055731624
athaliana,celegans,104,0.015457103131302143
athaliana,celegans,105,0.018286187425549112
athaliana,celegans,106,0.012955563803299923
athaliana,celegans,107,0.01263836387748455
athaliana,celegans,108,0.01635347141784302
athaliana,celegans,109,0.013788144757500679
athaliana,celegans,110,0.012897748551448162
athaliana,celegans,111,0.01444433852840447
athaliana,celegans,112,0.012954940438927087
athaliana,celegans,113,0.010723901124248057
athaliana,celegans,114,0.01758407427455504
athaliana,celegans,115,0.015640586070915792
athaliana,celegans,116,0.014489722507033495
athaliana,celegans,117,0.012401827523678268
athaliana,celegans,118,0.010912382028306914
athaliana,celegans,119,0.009784522955616916
athaliana,celegans,120,0.008894209496544545
athaliana,celegans,121,0.007168352158751182
athaliana,celegans,122,0.012602753019631582
athaliana,celegans,123,0.013128032244365491
athaliana,celegans,124,0.014229180812265298
athaliana,celegans,125,0.011969121703479038
athaliana,celegans,126,0.012260723899648288
athaliana,celegans,127,0.014758354393882425
athaliana,celegans,128,0.012710318789458271
athaliana,celegans,129,0.010180362288096784
athaliana,celegans,130,0.01382246730396667
athaliana,celegans,131,0.009814218150803945
athaliana,celegans,132,0.01794924181757877
athaliana,celegans,133,0.012106473626595171
athaliana,celegans,134,0.008884532582646508
athaliana,celegans,135,0.01190066290526921
athaliana,celegans,136,0.012116020327735014
athaliana,celegans,137,0.009908014030476107
athaliana,celegans,138,0.015951767873108195
athaliana,celegans,139,0.011800515731945203
athaliana,celegans,140,0.010061531975548214
athaliana,celegans,141,0.009537813971766632
athaliana,celegans,142,0.012718734732906335
athaliana,celegans,143,0.016775502518441374
athaliana,celegans,144,0.013691576454634972
athaliana,celegans,145,0.012669223089645023
athaliana,celegans,146,0.014727092459253584
athaliana,celegans,147,0.01324024015569853
athaliana,celegans,148,0.01301745312172932
athaliana,celegans,149,0.011520901142159267
athaliana,celegans,150,0.009335936916546921
athaliana,celegans,151,0.013718406030738534
athaliana,celegans,152,0.014438820933012748
athaliana,celegans,153,0.015625211450475053
athaliana,celegans,154,0.013754803889288979
athaliana,celegans,155,0.014181115739440812
athaliana,celegans,156,0.01198643171456212
